patent_id,ipc8,ipc_num
CN103221480A,  H01L  23/31        20060101ALI20131029BHCN,5
CN103221795A, G01L   9/12        20060101AFI20131029BHCN         ,1
CN103221795A,  B81B   3/00        20060101ALI20131029BHCN         ,2
CN103221795A,  B81C   1/00        20060101ALI20131029BHCN         ,3
CN103221795A,  G01L   7/08        20060101ALI20131029BHCN,4
CN103203878A, B29C  69/02        20060101AFI20131029BHCN         ,1
CN103203878A,  B29C  44/18        20060101ALI20131029BHCN         ,2
CN103203878A,  B29C  44/34        20060101ALI20131029BHCN         ,3
CN103203878A,  B29C  49/04        20060101ALI20131029BHCN,4
CN103258807A, H01L  23/498       20060101AFI20131203BHCN         ,1
CN103258807A,  H01L  21/48        20060101ALI20131203BHCN,2
CN103264086A, B21D  28/24        20060101AFI20131203BHCN         ,1
CN103264086A,  B21D  28/34        20060101ALI20131203BHCN,2
CN103205627A, C22C  38/04        20060101AFI20131029BHCN         ,1
CN103205627A,  C21D   8/02        20060101ALI20131029BHCN         ,2
CN103205627A,  C22C  33/04        20060101ALI20131029BHCN         ,3
CN103205627A,  C22C  38/54        20060101ALI20131029BHCN         ,4
CN103205627A,  C22C  38/58        20060101ALI20131029BHCN,5
CN103264234A, B23K  35/24        20060101AFI20131203BHCN,1
CN103282051A, A61K  47/26        20060101AFI20131224BHCN         ,1
CN103282051A,  A61K   9/20        20060101ALI20131224BHCN         ,2
CN103282051A,  A61K  31/4545      20060101ALI20131224BHCN         ,3
CN103282051A,  A61K  47/36        20060101ALI20131224BHCN,4
CN103273444A, B25B  11/00        20060101AFI20131224BHCN,1
CN103252495A, B22F   1/00        20060101AFI20131203BHCN         ,1
CN103252495A,  B22F   9/08        20060101ALI20131203BHCN         ,2
CN103252495A,  C22C  30/00        20060101ALI20131203BHCN         ,3
CN103252495A,  C22C  45/00        20060101ALI20131203BHCN         ,4
CN103252495A,  C23C  24/00        20060101ALI20131203BHCN,5
CN103301583A, A62B   1/00        20060101AFI20131224BHCN,1
CN103275417A, C08L  27/06        20060101AFI20131224BHCN         ,1
CN103275417A,  C08K   3/22        20060101ALI20131224BHCN         ,2
CN103275417A,  C08K  13/02        20060101ALI20131224BHCN         ,3
CN103275417A,  C08L  23/12        20060101ALI20131224BHCN         ,4
CN103275417A,  G21F   1/10        20060101ALI20131224BHCN,5
CN103261618A, F01P   7/04        20060101AFI20131203BHCN         ,1
CN103261618A,  F01P   5/04        20060101ALI20131203BHCN         ,2
CN103261618A,  F01P   7/16        20060101ALI20131203BHCN,3
CN103285730A, B01D  53/84        20060101AFI20131224BHCN,1
CN103286409A, B23K   5/08        20060101AFI20131224BHCN         ,1
CN103286409A,  B23K   5/213       20060101ALI20131224BHCN         ,2
CN103286409A,  B23K   5/22        20060101ALI20131224BHCN         ,3
CN103286409A,  B23K  35/362       20060101ALI20131224BHCN,4
CN103278623A, G01N  33/531       20060101AFI20131224BHCN         ,1
CN103278623A,  G01N  33/577       20060101ALI20131224BHCN         ,2
CN103278623A,  G01N  33/70        20060101ALI20131224BHCN,3
CN103315958A, A61K   9/107       20060101AFI20131224BHCN         ,1
CN103315958A,  A61K  31/05        20060101ALI20131224BHCN         ,2
CN103315958A,  A61K  47/26        20060101ALI20131224BHCN         ,3
CN103315958A,  A61K  47/34        20060101ALI20131224BHCN         ,4
CN103315958A,  A61P  17/06        20060101ALI20131224BHCN         ,5
CN103315958A,  A61P  31/10        20060101ALI20131224BHCN,6
CN103325593A, H01H  11/00        20060101AFI20131224BHCN,1
CN103298049A, H04W  36/08        20090101AFI20131224BHCN,1
CN103288953A, C07K  14/765       20060101AFI20131224BHCN         ,1
CN103288953A,  C07K   1/14        20060101ALI20131224BHCN         ,2
CN103288953A,  C07K   1/18        20060101ALI20131224BHCN         ,3
CN103288953A,  C07K   1/20        20060101ALI20131224BHCN         ,4
CN103288953A,  C07K  16/06        20060101ALI20131224BHCN,5
CN103317202A, B23K   1/008       20060101AFI20131224BHCN         ,1
CN103317202A,  B23K   3/00        20060101ALI20131224BHCN,2
CN103327538A, H04W  28/16        20090101AFI20131224BHCN,1
CN103318025A, B60K  31/00        20060101AFI20131224BHCN,1
CN103281900A, A01N  43/40        20060101AFI20131224BHCN         ,1
CN103281900A,  A01P   3/00        20060101ALI20131224BHCN         ,2
CN103281900A,  A01P   5/00        20060101ALI20131224BHCN,3
CN103309086A, G02F   1/13357     20060101AFI20131224BHCN         ,1
CN103309086A,  F21V  21/00        20060101ALI20131224BHCN,2
CN103337498A, H01L  27/06        20060101AFI20140128BHCN         ,1
CN103337498A,  H01L  21/8249      20060101ALI20140128BHCN         ,2
CN103337498A,  H01L  29/06        20060101ALI20140128BHCN         ,3
CN103337498A,  H01L  29/10        20060101ALI20140128BHCN,4
CN103337736A, H01R  13/52        20060101AFI20140128BHCN         ,1
CN103337736A,  H01R  13/447       20060101ALI20140128BHCN         ,2
CN103337736A,  H01R  13/639       20060101ALI20140128BHCN,3
EP0190928A2, H01L  29/94        20060101AFI20060101BMKR         ,1
EP0190928A2,  H01L  21/336       20060101A I20051008RMEP         ,2
EP0190928A2,  H01L  21/768       20060101A I20051008RMEP         ,3
EP0190928A2,  H01L  27/112       20060101A I20051008RMEP         ,4
EP0190928A2,  H01L  29/78        20060101A I20051008RMEP,5
EP0359250A2, B03B   9/06        20060101A I20051008RMEP         ,1
EP0359250A2,  B09B   3/00        20060101A I20051008RMEP         ,2
EP0359250A2,  C05F   9/02        20060101A I20051008RMEP         ,3
EP0359250A2,  C10L   5/46        20060101A I20051008RMEP,4
EP0334761A1, H01L  29/78        20060101AFI20051220RMJP         ,1
EP0334761A1,  H01L  21/28        20060101ALI20051220RMJP         ,2
EP0334761A1,  H01L  21/285       20060101A I20051008RMEP         ,3
EP0334761A1,  H01L  21/336       20060101A I20051008RMEP         ,4
EP0334761A1,  H01L  21/768       20060101A I20051008RMEP         ,5
EP0334761A1,  H01L  21/8238      20060101ALI20051220RMJP         ,6
EP0334761A1,  H01L  21/8244      20060101ALI20051220RMJP         ,7
EP0334761A1,  H01L  27/092       20060101ALI20051220RMJP         ,8
EP0334761A1,  H01L  27/11        20060101ALI20051220RMJP,9
EP0414462A2, C11D   3/395       20060101AFI20051220RMJP         ,1
EP0414462A2,  C11D   3/39        20060101A I20051008RMEP         ,2
EP0414462A2,  C11D  10/04        20060101ALI20051220RMJP         ,3
EP0414462A2,  C11D  17/04        20060101A I20051008RMEP         ,4
EP0414462A2,  D06F  39/02        20060101ALI20051220RMJP         ,5
EP0414462A2,  D06L   3/00        20060101ALI20051220RMJP         ,6
EP0414462A2,  D06L   3/02        20060101ALI20051220RMJP         ,7
EP0414462A2,  D06M  11/77        20060101ALI20051220RMJP         ,8
EP0414462A2,  D06M  23/02        20060101ALI20051220RMJP,9
EP0460654A1, B23C   3/12        20060101A I20051110RMEP         ,1
EP0460654A1,  B23Q   3/00        20060101A I20051008RMEP         ,2
EP0460654A1,  B25B   5/14        20060101A I20051110RMEP         ,3
EP0460654A1,  B29C  37/04        20060101A I20051110RMEP,4
EP0478099A2, F01L   9/02        20060101A I20051008RMEP         ,1
EP0478099A2,  F01M   1/02        20060101A I20051008RMEP         ,2
EP0478099A2,  F02M  59/06        20060101A I20051008RMEP         ,3
EP0478099A2,  F02M  59/10        20060101A I20051008RMEP,4
EP0514008A1, A61K   9/14        20060101AFI20051220RMJP         ,1
EP0514008A1,  A61K   9/16        20060101ALI20051220RMJP         ,2
EP0514008A1,  A61K   9/20        20060101ALI20051220RMJP         ,3
EP0514008A1,  A61K   9/48        20060101ALI20051220RMJP         ,4
EP0514008A1,  A61K   9/50        20060101A I20051008RMEP         ,5
EP0514008A1,  A61K   9/58        20060101ALI20051220RMJP         ,6
EP0514008A1,  A61K  31/44        20060101ALI20051220RMJP         ,7
EP0514008A1,  A61K  47/12        20060101ALI20051220RMJP         ,8
EP0514008A1,  A61K  47/14        20060101ALI20051220RMJP         ,9
EP0514008A1,  A61K  47/32        20060101ALI20051220RMJP         ,10
EP0514008A1,  A61K  47/34        20060101ALI20051220RMJP         ,11
EP0514008A1,  A61K  47/38        20060101ALI20051220RMJP         ,12
EP0514008A1,  A61K  47/44        20060101ALI20051220RMJP         ,13
EP0514008A1,  A61P   1/00        20060101ALI20051220RMJP         ,14
EP0514008A1,  A61P   1/04        20060101ALI20051220RMJP         ,15
EP0514008A1,  A61P  31/04        20060101ALI20051220RMJP,16
EP0547553A1, C08G  63/183       20060101A I20051008RMEP         ,1
EP0547553A1,  C08G  63/78        20060101ALI20051220RMJP         ,2
EP0547553A1,  C08G  63/82        20060101A I20051008RMEP         ,3
EP0547553A1,  C08G  63/85        20060101A I20051008RMEP         ,4
EP0547553A1,  C08L  67/02        20060101ALI20051220RMJP         ,5
EP0547553A1,  D01F   6/62        20060101A I20051008RMEP,6
EP0542482A2, G11B  15/68        20060101A I20051008RMEP         ,1
EP0542482A2,  G11B  17/22        20060101A I20051008RMEP         ,2
EP0542482A2,  G11B  17/26        20060101ALI20051220RMJP         ,3
EP0542482A2,  G11B  25/06        20060101A I20051008RMEP,4
EP0537615A1, G21C  19/07        20060101A I20051110RMEP,1
EP0550798A1, B01D  67/00        20060101A I20051008RMEP         ,1
EP0550798A1,  B01D  69/08        20060101A I20051008RMEP         ,2
EP0550798A1,  B01D  71/68        20060101A I20051008RMEP,3
EP0587973A1, H01M   4/32        20060101AFI20051220RMJP         ,1
EP0587973A1,  H01M   4/52        20100101A I20100102RMEP         ,2
EP0587973A1,  H01M   4/80        20060101A N20051008RMEP         ,3
EP0587973A1,  H01M   6/10        20060101A N20051008RMEP         ,4
EP0587973A1,  H01M  10/30        20060101ALI20051220RMJP         ,5
EP0587973A1,  H01M  10/34        20060101A N20051008RMEP,6
EP0583171A2, B01J  31/24        20060101AFI20051220RMJP         ,1
EP0583171A2,  C07B  53/00        20060101ALI20051220RMJP         ,2
EP0583171A2,  C07B  61/00        20060101ALI20051220RMJP         ,3
EP0583171A2,  C07D 309/12        20060101A I20051008RMEP         ,4
EP0583171A2,  C07D 319/06        20060101A I20051008RMEP,5
EP0573042A1, C07C  51/09        20060101A I20051008RMEP,1
EP0600564A1, G03C   7/00        20060101AFI20051220RMJP         ,1
EP0600564A1,  G03C   7/30        20060101A I20051008RMEP         ,2
EP0600564A1,  G03C   7/407       20060101ALI20051220RMJP         ,3
EP0600564A1,  G03C   7/44        20060101A I20051008RMEP,4
EP0618032A1, B23C   3/12        20060101A I20051110RMEP         ,1
EP0618032A1,  B23Q   5/58        20060101A I20051110RMEP,2
EP0670299A1, C07C  43/205       20060101AFI20051220RMJP         ,1
EP0670299A1,  A01N  25/12        20060101ALI20051220RMJP         ,2
EP0670299A1,  C07C  43/23        20060101A I20051110RMEP         ,3
EP0670299A1,  C07C  69/36        20060101ALI20051220RMJP         ,4
EP0670299A1,  C07C  69/38        20060101A I20051110RMEP         ,5
EP0670299A1,  C07C  69/40        20060101A I20051110RMEP         ,6
EP0670299A1,  C07C  69/60        20060101A I20051110RMEP         ,7
EP0670299A1,  C09B  67/00        20060101A I20051110RMEP         ,8
EP0670299A1,  C09K   3/22        20060101ALI20051220RMJP         ,9
EP0670299A1,  D06P   1/613       20060101ALI20051220RMJP,10
EP0645140A1, A61K   9/02        20060101AFI20051220RMJP         ,1
EP0645140A1,  A61K   9/06        20060101ALI20051220RMJP         ,2
EP0645140A1,  A61K   9/107       20060101ALI20051220RMJP         ,3
EP0645140A1,  A61K  31/44        20060101ALI20051220RMJP         ,4
EP0645140A1,  A61K  47/12        20060101ALI20051220RMJP         ,5
EP0645140A1,  A61K  47/32        20060101ALI20051220RMJP         ,6
EP0645140A1,  A61K  47/34        20060101ALI20051220RMJP         ,7
EP0645140A1,  A61P   1/04        20060101ALI20051220RMJP,8
EP0629777A1, F02M  39/02        20060101A I20051008RMEP         ,1
EP0629777A1,  F02M  59/06        20060101A I20051008RMEP         ,2
EP0629777A1,  F02M  59/08        20060101A I20051008RMEP         ,3
EP0629777A1,  F02M  59/10        20060101ALI20051220RMJP,4
EP0672599A1, B65H   1/06        20060101AFI20051220RMJP         ,1
EP0672599A1,  B65H   3/12        20060101A I20051008RMEP         ,2
EP0672599A1,  B65H   3/48        20060101A I20051008RMEP         ,3
EP0672599A1,  B65H   3/64        20060101ALI20051220RMJP,4
EP0699586A1, B65D  85/00        20060101AFI20051220RMJP         ,1
EP0699586A1,  B65B  63/08        20060101A I20051008RMEP         ,2
EP0699586A1,  B65D  65/46        20060101A I20051008RMEP         ,3
EP0699586A1,  C09J   5/00        20060101ALI20051220RMJP         ,4
EP0699586A1,  C09J 101/02        20060101ALI20051220RMJP         ,5
EP0699586A1,  C09J 103/02        20060101ALI20051220RMJP         ,6
EP0699586A1,  C09J 103/04        20060101ALI20051220RMJP         ,7
EP0699586A1,  C09J 105/00        20060101ALI20051220RMJP         ,8
EP0699586A1,  C09J 129/04        20060101ALI20051220RMJP         ,9
EP0699586A1,  C09J 131/04        20060101ALI20051220RMJP,10
EP0774769A1, G21K   1/00        20060101AFI20051220RMJP         ,1
EP0774769A1,  G21K   1/14        20060101ALI20051220RMJP         ,2
EP0774769A1,  H01J  27/02        20060101A I20051008RMEP         ,3
EP0774769A1,  H01J  27/22        20060101A I20051008RMEP         ,4
EP0774769A1,  H05H   3/02        20060101ALI20051220RMJP,5
EP0770890A1, G02B   6/00        20060101AFI20060310RMJP         ,1
EP0770890A1,  G02B   5/20        20060101ALI20060310RMJP         ,2
EP0770890A1,  G02B   6/02        20060101ALI20060310RMJP         ,3
EP0770890A1,  G02B   6/255       20060101A I20051008RMEP         ,4
EP0770890A1,  G02B   6/34        20060101A I20051008RMEP         ,5
EP0770890A1,  G02B   6/38        20060101A N20051008RMEP,6
EP0767011A1, B03B   9/06        20060101A I20051008RMEP         ,1
EP0767011A1,  B09B   3/00        20060101A I20051008RMEP         ,2
EP0767011A1,  C05F   9/02        20060101A I20051008RMEP         ,3
EP0767011A1,  C05F  17/02        20060101A I20051008RMEP,4
EP0843211A1, G03C   7/00        20060101AFI20051220RMJP         ,1
EP0843211A1,  G03C   7/30        20060101A I20051008RMEP         ,2
EP0843211A1,  G03C   7/407       20060101A I20051008RMEP,3
EP0916806A2, C09K   8/66        20060101AFI20160302BHEP         ,1
EP0916806A2,  C09K   8/68        20060101ALI20160302BHEP,2
EP0936615A2, H04N   5/765       20060101AFI20051220RMJP         ,1
EP0936615A2,  G06F   3/06        20060101ALI20051220RMJP         ,2
EP0936615A2,  G11B  20/10        20060101ALI20051220RMJP         ,3
EP0936615A2,  G11B  27/034       20060101A I20051008RMEP         ,4
EP0936615A2,  H04N   5/781       20060101ALI20051220RMJP         ,5
EP0936615A2,  H04N   7/173       20060101ALI20140318RHJP         ,6
EP0936615A2,  H04N  21/232       20110101A I20150217RMEP         ,7
EP0936615A2,  H04N  21/238       20110101ALI20140318RHJP         ,8
EP0936615A2,  H04N  21/262       20110101ALI20140318RHJP         ,9
EP0936615A2,  H04N  21/472       20110101ALI20140318RHJP,10
EP1031901A1, G01L   7/08        20060101AFI20051220RMJP         ,1
EP1031901A1,  F16K   1/42        20060101A I20051008RMEP         ,2
EP1031901A1,  F16K   7/00        20060101ALI20060101BMKR         ,3
EP1031901A1,  G05D  16/02        20060101ALI20051220RMJP         ,4
EP1031901A1,  G05D  16/06        20060101A I20051008RMEP,5
EP1054139A1, F01N   3/08        20060101AFI20051220RMJP         ,1
EP1054139A1,  B01D  53/86        20060101ALI20051220RMJP         ,2
EP1054139A1,  B01D  53/94        20060101ALI20051220RMJP         ,3
EP1054139A1,  F01N   3/20        20060101A I20051110RMEP         ,4
EP1054139A1,  F01N   3/24        20060101ALI20051220RMJP         ,5
EP1054139A1,  F01N   3/28        20060101ALI20051220RMJP         ,6
EP1054139A1,  F01N  13/02        20100101A N20130306RMEP,7
EP1091086A1, C09K   8/66        20060101A I20051008RMEP         ,1
EP1091086A1,  C09K   8/90        20060101A I20051008RMEP,2
EP1091497A1, G01S   5/14        20060101AFI20051220RMJP         ,1
EP1091497A1,  H04B   1/10        20060101ALI20051220RMJP         ,2
EP1091497A1,  H04B   1/12        20060101A I20051008RMEP         ,3
EP1091497A1,  H04B   1/38        20060101A I20051008RMEP         ,4
EP1091497A1,  H04B   1/40        20060101ALI20051220RMJP         ,5
EP1091497A1,  H04B   1/52        20060101A I20051008RMEP,6
EP1086666A1, A61F   2/00        20060101A N20051008RMEP         ,1
EP1086666A1,  A61F   2/30        20060101A N20051008RMEP         ,2
EP1086666A1,  A61F   2/34        20060101A I20051008RMEP         ,3
EP1086666A1,  A61F   2/46        20060101A N20051008RMEP,4
EP1119035A2, H01L  21/768       20060101AFI20051220RMJP         ,1
EP1119035A2,  C23C  16/40        20060101A I20051008RMEP         ,2
EP1119035A2,  C23C  16/56        20060101A I20051008RMEP         ,3
EP1119035A2,  H01L  21/205       20060101ALI20060101BMKR         ,4
EP1119035A2,  H01L  21/316       20060101A I20051008RMEP         ,5
EP1119035A2,  H01L  23/522       20060101ALI20051220RMJP,6
EP1126070A1, C11D   3/39        20060101A I20051110RMEP         ,1
EP1126070A1,  C11D   7/26        20060101A I20051008RMEP         ,2
EP1126070A1,  C11D   7/32        20060101A I20051008RMEP         ,3
EP1126070A1,  C11D  17/00        20060101A I20051008RMEP         ,4
EP1126070A1,  C11D  17/04        20060101A I20051110RMEP         ,5
EP1126070A1,  D06F  39/02        20060101A I20051110RMEP,6
EP1132147A2, B05D   1/18        20060101A I20051008RMEP         ,1
EP1132147A2,  C03C  17/28        20060101A I20051008RMEP         ,2
EP1132147A2,  C03C  17/30        20060101A I20051008RMEP         ,3
EP1132147A2,  G02F   1/1337      20060101A I20051008RMEP,4
